target,text
complaint,"Hey  a huge **** you, you are the worst airline ever... Seriously, just **** you."
complaint,my flight to LAX is now 2 hours delayed.with mixed info as to why.can I at least get a free sandwich? #starving and #concerned
complaint,3 hours later and now delayed for over fueling the plane. C'mon this is getting ridiculous.
complaint,Does  only employee bitchy people?? I'm never treated this bad by  #NeverTavelWithAA #SWIsTheBest
complaint,once again proves they can ***** up a trip. #poorservice #rudeemployees
complaint,"your customer service employees at #JFKAirport are incompetent, My Friend missed her flight today bcuz they refused to help her"
complaint,"handled my cancelled flight horribly, never again!!!!"
complaint,how is it impossible to assess this damage
complaint,epic fail! Thanks to your gate agent yelling that she was shutting the gated 20 minutes early and passengers ran! #badservice
complaint,I've never received such poor service from you guys Ã°Å¸Ëœâ€Ã°Å¸Ëœâ€
complaint,I hate airports/airlines with a passion.   tell your crew to stop acting like ppl have hours between flights
complaint,"App failed to load boarding pass, printing window closed, combative checkin agent AND #delayed Thanks  #platinumservicefail"
complaint,I'm schedule my flight 3months early and i lost the flight because your customer service fail. #badservice
complaint,"Flight 5642 out of Ohare: The gate staff was rude when asked about peanut allergy protocols. Also, when asked to assist with bags."
complaint,horrible customer service. Would leave exit row seats empty since they didn't sell rather than give them to someone 6-6. #greedy
complaint,. this is my 3rd consecutive flight with an incident. Losing trust \U0001f614
complaint,Don't fly Southwest
complaint,"And not say anything or place it in my lap at least and then say, oh yeah, we saw it but... unacceptable, "
complaint,"worst gate attendants ever. Worst customer service... 2 months, 3 emails, no response still? #illstickwithdelta"
complaint,Guess whose flight is delayed almost 6 hours :)))) first and last time flying  worst service ever
complaint,missed connection and now lost luggage with  - no1 has any idea where my luggage could be.. nightmare 24 hours with
complaint,"might have the worst customer service of all time. Canceled my flight, and leaves me on hold for hours instead of helping"
complaint,is pretty worthless
complaint,my flight got delayed 4 hours and now you're trying to charge me more for my luggage being over 2lbs?
complaint,happy to know the two flight attendants we are waiting for are on line at the Wendy's eating. Worst air line
complaint,Don't fly Don't fly   #WorstAirline &amp; #worstservice ! Total #fraud \u203c\ufe0fI want my #money back! #AmericanAirlines
complaint,Thanks  and  to simply destroy my wife's luggage TWO times! #nomoreDeltaFlights
complaint,There's nothing worse than an angry girl with an attitude who's future is law school aka me (**** u Ã°Å¸â€“â€¢Ã°Å¸ÂÂ¼)
complaint,Okay  there might need to be more than one employee for checking bags/getting boarding passes. #longestlineever
complaint,you're employees and supervisors are not helpful at all.
complaint,AA should provide box lunches to passengers of flight 83 due to long delay.
complaint,flight AA 4882 is the problem here. Flown to Europe and back with you in past week. This last leg has made me lose all faith
complaint,**** the  delay in sfo. Worst airline ever
complaint,My vacation was great!!! Absolutely amazing!!! Until  decided to lie and totally disrespect paying customers
complaint,is the worst company ever.
complaint,"Flying  for the first time in &gt; 1 yr and go figure, multiple flight delays due to air traffic. YOU run the air traffic. Ã°Å¸â€˜Å½"
complaint,"Emma at San Antonio check in is not helpful. Checked in  online, and was at airport 40 minutes early to check bag. Please Help!"
complaint,yet another cancelled flight without explanation at O'Hare. Consistent failure and disrespect for your customers
complaint,never ever ever ever flying with  again!!!!
complaint,"stuck at dfw for over 3 hrs, just said another 1 at least.  We're at your main hub, find a plane.  Passengers r upset #5690"
complaint,My one good experience with  was wiped today by my typical terrible experience
complaint,unbelievable! ATL employee Wesley is rude at checkin &amp; THROWS expensive camera with fragile stickers onto belt #whopays4that
complaint,&gt;2 hours to spare wanted to board668 have chk baggage on1678can't BEC U CAN'T SEND MSG IN UR SYSTEM?Ur def of client service?
complaint,my girl  previous flight was delayed and got to her gate before departure and you guys wouldn't let her on Wyd??
complaint,why would your people board the passengers when there is a known problem on the plane?
complaint,What makes this even worse is we paid extra to move our flight up with  only to be delayed!!!!
complaint,fix the AC on your planes before takeoff. Felt like I was going to pass out from heat stroke the entire trip. Unacceptable.
complaint,When  is ****** as **** and unreliable as ****
complaint,so many improvements but IAD baggage claim is awful. Going on 55 mins. Flight 6122.
complaint,", why did I paid for priority boarding and then was refused both a seat assignment as well as priority boarding? #ripoff"
complaint,Making #springbreak travel a nightmare  Accurate flight updates? 495  posted an hour delay after we actually LEFT the gate
complaint,"treating customer's like this is inexcusable, 0450 hotel management comes around and start waking people up and say get out."
complaint,#NAME?
complaint,is a complete Mickey Mouse operation. Terrible service. I wasn't surprised to see this on #Facebook
complaint,Whats happening  \nFlight #1502\nAnd my meeting on destination? Terrible!
complaint,Finally landed somewhere in Florida let's see if  is gonna **** me over one more time
complaint,s/o to  for having the absolute worst service ever it really made my day
complaint,what has happened with customer service! Years in a row been a 1k and not a return call as promised from CM! One week and counting!
complaint,Worst possible travel experience I've ever had in my life. I hate you. HATE YOU!!!!
complaint,I experienced today possibly my worst customer service experience with a  agent in MSY (Louisiana). #customerservicefail
complaint,why so many tech difficulties with your mobile site and app? I can't check in or track my flights for tomorrow.
complaint,40 minutes late while the desk people have not even given a reason for the delay. 2/2
complaint,There's a problem with the no. 2 engine computerworks gauge. Real question for  - is computerworks the technical term?
complaint,I sent emails &amp; tried on Ur website 2 get simple answer 2 simple question but I am stuck talking 2 a computer that s/drop dead!
complaint,thank you for your help! I have my clothes! Unfortunately my bag was sacrificed. Things happen.
complaint,why haven't your incompetent asses replied to my complaint yet? It's been almost a god **** week. Get your **** together.
complaint,Thanks to  I'm stuck in this ******** *** city until Saturday this **** got me sick man I got papers to write Ã°Å¸â€˜Å½Ã°Å¸ÂÂ¾ **** YALL
complaint,"Flt 299 to DFW, 1st priority bag was 36th off.  2nd was 42. TERRIBLE!  FIX THIS!  Been complaining for more than 2 years!"
complaint,"first flight delayed, second flight delayed twice then canceled, new flight now late....#getittogether"
complaint,"maintenance, flight numbers, fuel... Any more excuses for a 2 hour delay and an already missed connection?"
complaint,On the phone with  for over half an hour and they are telling me they don't know where flight 1948 is!
complaint,Toll booth at JFK American Terminal parking garage not working major delay backups
complaint,"Honestly not even surprised why  has over 70,000 one star reviews on Facebook. Your crew is inexcusably rude."
complaint,"Note to self: Even when  is more expensive, it's still better than  They at least try to help. American is a joke."
complaint,Today I Had the WORST experience Traveling From Miami to NYC. The Gate Attendant @ H15 was So Rude! #Sad #DiamondMember
complaint,how come your gonna charge me $75 to fly standby tomorrow when you cancelled my flight?? Makes no sense. Yall are pathetic!
