Product Name,Product Line,Product Category,City,Country,Region,Date,Manager,Quantity sold,Sales Revenue,Gross Margin,Discount,Customer Satisfaction,Number of Issues reported,Comments,Gross Margin Ratio,CountryLongitude,CountryLatitude,CityLongitude,CityLatitude
Samples,Accessories,Other,Delhi,India,Asia,2021-12-30,Kiran Raj,7400,19049,6999,595.3,0.86,12,Behaviour of personnel,0.37,79.41,23.36,77.22,28.64
Samples,Accessories,Other,Mumbai,India,Asia,2021-11-18,Kiran Raj,11800,30321,11079,1895.1,0.83,20,Behaviour of personnel,0.37,79.41,23.36,72.83,18.93
"Hats,gloves,scarves",Accessories,Other,Mumbai,India,Asia,2021-10-22,Kiran Raj,1100,2592,537,162,0.82,13,Price too high / competition,0.21,79.41,23.36,72.83,18.93
Lounge wear,Accessories,Other,Mumbai,India,Asia,2021-10-20,Kiran Raj,2500,6136,863,230.1,0.94,24,Customer service,0.14,79.41,23.36,72.83,18.93
Hair accessories,Accessories,Other,Delhi,India,Asia,2021-12-31,Kiran Raj,1000,3107,404,116.52,0.82,21,Behaviour of personnel,0.13,79.41,23.36,77.22,28.64
Lounge wear,Accessories,Other,Delhi,India,Asia,2021-10-14,Kiran Raj,1700,3814,387,214.56,0.88,16,Customer service,0.1,79.41,23.36,77.22,28.64
Hair accessories,Accessories,Other,Mumbai,India,Asia,2021-11-22,Kiran Raj,1600,4463,228,223.2,0.9,18,Behaviour of personnel,0.05,79.41,23.36,72.83,18.93
"Hats,gloves,scarves",Accessories,Other,Delhi,India,Asia,2021-10-10,Kiran Raj,850,1601,30,50.05,0.89,23,Item defect / bad quality,0.02,79.41,23.36,77.22,28.64
Jewelry,Accessories,Other,Delhi,India,Asia,2021-11-02,Kiran Raj,900,1626,42,81.28,0.86,25,Price too high / competition,0.03,79.41,23.36,77.22,28.64
Jewelry,Accessories,Other,Mumbai,India,Asia,2021-12-27,Kiran Raj,1150,2117,92,66.2,0.81,20,Behaviour of personnel,0.04,79.41,23.36,72.83,18.93
"Belts,bags,wallets",Accessories,Other,Lima,Peru,South America,2021-10-16,Larry Hill,2300,8763,3483,34.55,0.92,21,Other / unknown,0.4,-74.37,-9.15,-77.03,-12.06
Samples,Accessories,Other,Lima,Peru,South America,2021-11-02,Larry Hill,1200,2754,938,68.6,0.82,22,Behaviour of personnel,0.34,-74.37,-9.15,-77.03,-12.06
"Hats,gloves,scarves",Accessories,Other,Lima,Peru,South America,2021-12-21,Larry Hill,100,202,36,16.32,0.95,21,Item defect / bad quality,0.18,-74.37,-9.15,-77.03,-12.06
Jewelry,Accessories,Other,Lima,Peru,South America,2021-10-12,Larry Hill,200,312,24,149.2,0.84,13,Customer service,0.08,-74.37,-9.15,-77.03,-12.06
Lounge wear,Accessories,Other,Lima,Peru,South America,2021-11-23,Larry Hill,450,845,9,344.1,0.95,16,Price too high / competition,0.01,-74.37,-9.15,-77.03,-12.06
Hair accessories,Accessories,Other,Lima,Peru,South America,2021-12-21,Larry Hill,150,346,5,58,0.85,25,Item defect / bad quality,0.01,-74.37,-9.15,-77.03,-12.06
"Belts,bags,wallets",Accessories,Other,San Francisco,USA,North America,2021-10-10,Lia Armand,5850,123,73.8,5226.32,0.81,18,Price too high / competition,0.6,-98.99,39.5,-122.42,37.78
"Belts,bags,wallets",Accessories,Other,Washington,USA,North America,2021-11-21,Lia Armand,3800,432.75,406.79,3651,0.87,11,Price too high / competition,0.94,-98.99,39.5,-77.03,38.89
"Belts,bags,wallets",Accessories,Other,Los Angeles,USA,North America,2021-12-07,Lia Armand,5800,927.75,788.59,5258.03,0.94,19,Item defect / bad quality,0.85,-98.99,39.5,-118.25,34.05
"Belts,bags,wallets",Accessories,Other,New York,USA,North America,2021-11-10,Lia Armand,13750,738,454.14,8740,0.92,17,Price too high / competition,0.62,-98.99,39.5,-74.01,40.71
"Hats,gloves,scarves",Accessories,Other,New York,USA,North America,2021-12-27,Lia Armand,900,2379,1237.5,496.8,0.83,16,Item defect / bad quality,0.52,-98.99,39.5,-74.01,40.71
"Hats,gloves,scarves",Accessories,Other,Los Angeles,USA,North America,2021-11-17,Lia Armand,450,1864.5,916.5,130.05,0.89,14,Customer service,0.49,-98.99,39.5,-118.25,34.05
Hair accessories,Accessories,Other,Washington,USA,North America,2021-11-01,Lia Armand,200,102.75,46.5,92.32,0.87,19,Price too high / competition,0.45,-98.99,39.5,-77.03,38.89
Samples,Accessories,Other,Chicago,USA,North America,2021-12-23,Lia Armand,1000,3176,1252.8,571.68,0.82,18,Item defect / bad quality,0.39,-98.99,39.5,-87.63,41.88
Samples,Accessories,Other,San Francisco,USA,North America,2021-11-02,Lia Armand,2950,7879,3068.17,1733.38,0.83,18,Behaviour of personnel,0.39,-98.99,39.5,-122.42,37.78
"Hats,gloves,scarves",Accessories,Other,Chicago,USA,North America,2021-12-01,Lia Armand,200,1195.5,421.5,110,0.86,16,Item not as described,0.35,-98.99,39.5,-87.63,41.88
Samples,Accessories,Other,New York,USA,North America,2021-11-30,Lia Armand,9800,25267,8170.24,5558.74,0.83,23,Item defect / bad quality,0.32,-98.99,39.5,-74.01,40.71
"Hats,gloves,scarves",Accessories,Other,San Francisco,USA,North America,2021-10-09,Lia Armand,200,522,166.38,78.3,0.91,11,Price too high / competition,0.32,-98.99,39.5,-122.42,37.78
Samples,Accessories,Other,Los Angeles,USA,North America,2021-12-08,Lia Armand,3150,7757,2404.24,1939.25,0.87,12,Behaviour of personnel,0.31,-98.99,39.5,-118.25,34.05
Samples,Accessories,Other,Washington,USA,North America,2021-10-03,Lia Armand,1950,4590,1327.53,963.9,0.86,12,Item not as described,0.29,-98.99,39.5,-77.03,38.89
Hair accessories,Accessories,Other,New York,USA,North America,2021-12-04,Lia Armand,1300,89.25,21,892.56,0.9,12,Price too high / competition,0.24,-98.99,39.5,-74.01,40.71
Lounge wear,Accessories,Other,Chicago,USA,North America,2021-11-18,Lia Armand,250,619,130.49,142.37,0.91,19,Other / unknown,0.21,-98.99,39.5,-87.63,41.88
"Belts,bags,wallets",Accessories,Other,Chicago,USA,North America,2021-11-19,Lia Armand,6550,526.5,91.08,5393.01,0.84,24,Customer service,0.17,-98.99,39.5,-87.63,41.88
"Hats,gloves,scarves",Accessories,Other,Washington,USA,North America,2021-10-29,Lia Armand,150,337,54.77,74.14,0.92,18,Price too high / competition,0.16,-98.99,39.5,-77.03,38.89
Hair accessories,Accessories,Other,Chicago,USA,North America,2021-11-26,Lia Armand,300,815.25,113.25,179.3,0.93,17,Customer service,0.14,-98.99,39.5,-87.63,41.88
Lounge wear,Accessories,Other,New York,USA,North America,2021-11-17,Lia Armand,2050,5113,612.15,1022.6,0.85,25,Other / unknown,0.12,-98.99,39.5,-74.01,40.71
Lounge wear,Accessories,Other,San Francisco,USA,North America,2021-10-31,Lia Armand,1100,2277,225.06,569.25,0.85,13,Other / unknown,0.1,-98.99,39.5,-122.42,37.78
Jewelry,Accessories,Other,Washington,USA,North America,2021-12-09,Lia Armand,300,519,35.48,119.37,0.92,12,Price too high / competition,0.07,-98.99,39.5,-77.03,38.89
Jewelry,Accessories,Other,Los Angeles,USA,North America,2021-12-10,Lia Armand,350,650,28.97,123.5,0.9,12,Item defect / bad quality,0.04,-98.99,39.5,-118.25,34.05
Lounge wear,Accessories,Other,Los Angeles,USA,North America,2021-11-05,Lia Armand,1800,3695,97.01,849.85,0.94,16,Other / unknown,0.03,-98.99,39.5,-118.25,34.05
Lounge wear,Accessories,Other,Washington,USA,North America,2021-11-30,Lia Armand,750,1408,12.62,309.76,0.93,23,Other / unknown,0.01,-98.99,39.5,-77.03,38.89
Jewelry,Accessories,Other,New York,USA,North America,2021-12-29,Lia Armand,950,1765,75.39,370.65,0.89,20,Item defect / bad quality,0.04,-98.99,39.5,-74.01,40.71
Jewelry,Accessories,Other,Chicago,USA,North America,2021-11-14,Lia Armand,450,791,147.59,158.2,0.92,13,Behaviour of personnel,0.19,-98.99,39.5,-87.63,41.88
Jewelry,Accessories,Other,San Francisco,USA,North America,2021-10-12,Lia Armand,850,1265,303.06,215.05,0.88,21,Item defect / bad quality,0.24,-98.99,39.5,-122.42,37.78
Samples,Accessories,Other,Brussels,Belgium,Europe,2021-11-30,Lois Wood,950,2461,972,2521.3,0.85,14,Item defect / bad quality,0.39,4.66,50.64,4.35,50.85
"Belts,bags,wallets",Accessories,Other,Brussels,Belgium,Europe,2021-11-30,Lois Wood,1950,7036,2778,1050.24,0.83,13,Other / unknown,0.39,4.66,50.64,4.35,50.85
"Hats,gloves,scarves",Accessories,Other,Brussels,Belgium,Europe,2021-10-05,Lois Wood,350,742,215,49.2,0.81,11,Other / unknown,0.29,4.66,50.64,4.35,50.85
Lounge wear,Accessories,Other,Brussels,Belgium,Europe,2021-11-05,Lois Wood,300,724,178,138.48,0.91,17,Price too high / competition,0.25,4.66,50.64,4.35,50.85
Hair accessories,Accessories,Other,Brussels,Belgium,Europe,2021-11-27,Lois Wood,350,985,59,99.24,0.88,24,Behaviour of personnel,0.06,4.66,50.64,4.35,50.85
Jewelry,Accessories,Other,Brussels,Belgium,Europe,2021-12-27,Lois Wood,50,52,31,14.45,0.82,24,Item defect / bad quality,0.6,4.66,50.64,4.35,50.85
"Hats,gloves,scarves",Accessories,Other,Zurich,Switzerland,Europe,2021-10-04,Maria Price,100,203,121,1322.46,0.95,13,Item not as described,0.6,8.24,46.8,8.54,47.38
Samples,Accessories,Other,Zurich,Switzerland,Europe,2021-11-02,Maria Price,750,1876,661,2296.14,0.82,14,Behaviour of personnel,0.35,8.24,46.8,8.54,47.38
"Belts,bags,wallets",Accessories,Other,Zurich,Switzerland,Europe,2021-12-01,Maria Price,1750,5818,2012,2930.56,0.95,25,Other / unknown,0.35,8.24,46.8,8.54,47.38
Hair accessories,Accessories,Other,Zurich,Switzerland,Europe,2021-10-11,Maria Price,450,1369,97,1607.4,0.85,23,Customer service,0.07,8.24,46.8,8.54,47.38
Lounge wear,Accessories,Other,Zurich,Switzerland,Europe,2021-12-11,Maria Price,250,488,2,1817.9,0.86,12,Price too high / competition,0,8.24,46.8,8.54,47.38
Jewelry,Accessories,Other,Seoul,South Korea,Asia,2021-10-06,Marie Mann,200,535,269,20.1,0.87,16,Price too high / competition,0.5,127.86,36.44,127.02,37.52
"Belts,bags,wallets",Accessories,Other,Seoul,South Korea,Asia,2021-10-31,Marie Mann,5050,20270,8453,1266.9,0.86,20,Other / unknown,0.42,127.86,36.44,127.02,37.52
Samples,Accessories,Other,Seoul,South Korea,Asia,2021-10-21,Marie Mann,5850,14094,4679,880.9,0.85,14,Item not as described,0.33,127.86,36.44,127.02,37.52
Lounge wear,Accessories,Other,Seoul,South Korea,Asia,2021-10-21,Marie Mann,900,2293,360,129.06,0.94,13,Behaviour of personnel,0.16,127.86,36.44,127.02,37.52
Hair accessories,Accessories,Other,Seoul,South Korea,Asia,2021-12-18,Marie Mann,750,1903,89,59.5,0.93,22,Item defect / bad quality,0.05,127.86,36.44,127.02,37.52
"Hats,gloves,scarves",Accessories,Other,Seoul,South Korea,Asia,2021-12-11,Marie Mann,250,404,114,20.24,0.89,22,Other / unknown,0.28,127.86,36.44,127.02,37.52
"Hats,gloves,scarves",Accessories,Other,Tunis,Tunisia,Africa,2021-10-11,Marry Williams,100,253,151,33.8,0.83,24,Behaviour of personnel,0.6,9.6,34.18,10.16,36.81
Samples,Accessories,Other,Dakar,Senegal,Africa,2021-12-12,Marry Williams,1200,3076,1215,369.18,0.82,11,Item defect / bad quality,0.39,-14.5,14.36,-17.45,14.7
"Belts,bags,wallets",Accessories,Other,Dakar,Senegal,Africa,2021-12-07,Marry Williams,2400,8795,3473,1172.6,0.95,18,Other / unknown,0.39,-14.5,14.36,-17.45,14.7
Samples,Accessories,Other,Tunis,Tunisia,Africa,2021-10-08,Marry Williams,950,2345,826,312.7,0.88,24,Behaviour of personnel,0.35,9.6,34.18,10.16,36.81
"Belts,bags,wallets",Accessories,Other,Tunis,Tunisia,Africa,2021-11-26,Marry Williams,2150,7272,2515,484.8,0.82,16,Other / unknown,0.35,9.6,34.18,10.16,36.81
"Hats,gloves,scarves",Accessories,Other,Dakar,Senegal,Africa,2021-12-12,Marry Williams,450,928,268,74.22,0.83,18,Price too high / competition,0.29,-14.5,14.36,-17.45,14.7
Lounge wear,Accessories,Other,Dakar,Senegal,Africa,2021-12-06,Marry Williams,350,905,222,96.48,0.95,22,Price too high / competition,0.25,-14.5,14.36,-17.45,14.7
Hair accessories,Accessories,Other,Tunis,Tunisia,Africa,2021-11-06,Marry Williams,600,1711,121,228.1,0.95,15,Other / unknown,0.07,9.6,34.18,10.16,36.81
Hair accessories,Accessories,Other,Dakar,Senegal,Africa,2021-11-03,Marry Williams,450,1232,74,131.36,0.85,22,Item defect / bad quality,0.06,-14.5,14.36,-17.45,14.7
Lounge wear,Accessories,Other,Tunis,Tunisia,Africa,2021-10-19,Marry Williams,300,610,2,40.65,0.88,22,Price too high / competition,0,9.6,34.18,10.16,36.81
Jewelry,Accessories,Other,Dakar,Senegal,Africa,2021-10-26,Marry Williams,50,65,39,6.09,0.95,12,Item defect / bad quality,0.6,-14.5,14.36,-17.45,14.7
"Belts,bags,wallets",Accessories,Other,Berlin,Germany,Europe,2021-10-31,Mary Smith,5550,21176,8416,1051.5,0.86,24,Item defect / bad quality,0.4,10.38,51.09,13.38,52.52
Jewelry,Accessories,Other,Frankfurt,Germany,Europe,2021-10-22,Mary Smith,100,237,91,39,0.92,20,Behaviour of personnel,0.38,10.38,51.09,8.68,50.11
"Belts,bags,wallets",Accessories,Other,Frankfurt,Germany,Europe,2021-12-26,Mary Smith,4000,14495,5492,1079.64,0.87,15,Customer service,0.38,10.38,51.09,8.68,50.11
Samples,Accessories,Other,Berlin,Germany,Europe,2021-12-25,Mary Smith,2850,6655,2265,59.43,0.88,19,Item not as described,0.34,10.38,51.09,13.38,52.52
Samples,Accessories,Other,Frankfurt,Germany,Europe,2021-10-22,Mary Smith,2550,6074,2027,51.68,0.9,22,Item not as described,0.33,10.38,51.09,8.68,50.11
"Hats,gloves,scarves",Accessories,Other,Frankfurt,Germany,Europe,2021-12-28,Mary Smith,150,506,162,140.7,0.9,24,Item defect / bad quality,0.32,10.38,51.09,8.68,50.11
Lounge wear,Accessories,Other,Frankfurt,Germany,Europe,2021-10-31,Mary Smith,800,2111,507,264.81,0.9,14,Behaviour of personnel,0.24,10.38,51.09,8.68,50.11
"Hats,gloves,scarves",Accessories,Other,Berlin,Germany,Europe,2021-12-18,Mary Smith,250,488,87,136.05,0.82,12,Item not as described,0.18,10.38,51.09,13.38,52.52
Hair accessories,Accessories,Other,Frankfurt,Germany,Europe,2021-12-31,Mary Smith,700,2130,210,297.08,0.85,22,Behaviour of personnel,0.1,10.38,51.09,8.68,50.11
Jewelry,Accessories,Other,Berlin,Germany,Europe,2021-12-31,Mary Smith,450,753,56,47.2,0.83,25,Price too high / competition,0.07,10.38,51.09,13.38,52.52
Lounge wear,Accessories,Other,Berlin,Germany,Europe,2021-10-08,Mary Smith,1100,2041,22,17.84,0.92,18,Item not as described,0.01,10.38,51.09,13.38,52.52
Hair accessories,Accessories,Other,Berlin,Germany,Europe,2021-12-14,Mary Smith,300,836,10,2257.6,0.88,16,Item not as described,0.01,10.38,51.09,13.38,52.52
Samples,Accessories,Other,Osaka,Japan,Asia,2021-12-26,Mayumi Mai,1200,3811,1773,190.56,0.88,12,Behaviour of personnel,0.47,137.99,36.65,137.24,35.92
"Belts,bags,wallets",Accessories,Other,Tokyo,Japan,Asia,2021-12-01,Mayumi Mai,7050,28507,11890,1247.19,0.84,14,Behaviour of personnel,0.42,137.99,36.65,139.81,35.68
"Belts,bags,wallets",Accessories,Other,Osaka,Japan,Asia,2021-10-05,Mayumi Mai,7900,30817,12593,1733.49,0.81,21,Price too high / competition,0.41,137.99,36.65,137.24,35.92
Samples,Accessories,Other,Tokyo,Japan,Asia,2021-10-30,Mayumi Mai,3550,9455,3723,295.5,0.82,16,Item not as described,0.39,137.99,36.65,139.81,35.68
"Hats,gloves,scarves",Accessories,Other,Tokyo,Japan,Asia,2021-11-24,Mayumi Mai,250,626,225,31.28,0.95,19,Behaviour of personnel,0.36,137.99,36.65,139.81,35.68
"Hats,gloves,scarves",Accessories,Other,Osaka,Japan,Asia,2021-11-30,Mayumi Mai,250,600,156,26.25,0.86,16,Customer service,0.26,137.99,36.65,137.24,35.92
Lounge wear,Accessories,Other,Osaka,Japan,Asia,2021-12-31,Mayumi Mai,300,743,190,46.5,0.94,13,Customer service,0.26,137.99,36.65,137.24,35.92
Lounge wear,Accessories,Other,Tokyo,Japan,Asia,2021-10-23,Mayumi Mai,1350,2732,272,85.4,0.86,11,Customer service,0.1,137.99,36.65,139.81,35.68
Hair accessories,Accessories,Other,Osaka,Japan,Asia,2021-12-12,Mayumi Mai,400,978,12,55.08,0.85,22,Price too high / competition,0.01,137.99,36.65,137.24,35.92
Jewelry,Accessories,Other,Osaka,Japan,Asia,2021-10-31,Mayumi Mai,550,949,190,35.58,0.91,19,Item not as described,0.2,137.99,36.65,137.24,35.92
Jewelry,Accessories,Other,Tokyo,Japan,Asia,2021-10-25,Mayumi Mai,1050,1518,444,47.45,0.83,24,Behaviour of personnel,0.29,137.99,36.65,139.81,35.68
Soft fabric,Sweaters,Sweaters,Alexandria,Egypt,Africa,2021-08-28,Gabriel Walton,4850,13200,3539,1584,0.88,14,Customer service,0.27,29.88,26.5,29.91,31.21
Cardigan,Sweaters,Sweaters,Alexandria,Egypt,Africa,2021-08-06,Gabriel Walton,750,1275,261,170,0.84,15,Item not as described,0.2,29.88,26.5,29.91,31.21
Sweats,Sweat-T-Shirts,Sweaters,Alexandria,Egypt,Africa,2021-09-30,Gabriel Walton,13350,33326,12338,3999.06,0.82,24,Item defect / bad quality,0.37,29.88,26.5,29.91,31.21
T-Shirts,Sweat-T-Shirts,Sweaters,Alexandria,Egypt,Africa,2021-07-05,Gabriel Walton,27100,94485,33523,12598,0.85,19,Other / unknown,0.35,29.88,26.5,29.91,31.21
Jeans,Trousers,Bottomwear,Alexandria,Egypt,Africa,2021-09-24,Gabriel Walton,1450,5878,2462,626.96,0.81,21,Customer service,0.42,29.88,26.5,29.91,31.21
Party pants,Trousers,Bottomwear,Alexandria,Egypt,Africa,2021-08-16,Gabriel Walton,950,2915,682,388.6,0.94,15,Customer service,0.23,29.88,26.5,29.91,31.21
Hair accessories,Accessories,Other,Alexandria,Egypt,Africa,2021-04-12,Gabriel Walton,50,94,78,8.75,0.83,21,Other / unknown,0.83,29.88,26.5,29.91,31.21
Samples,Accessories,Other,Alexandria,Egypt,Africa,2021-06-30,Gabriel Walton,9050,26083,11817,2086.62,0.85,16,Item defect / bad quality,0.45,29.88,26.5,29.91,31.21
Lounge wear,Accessories,Other,Alexandria,Egypt,Africa,2021-05-03,Gabriel Walton,2650,9403,4032,752.22,0.86,22,Price too high / competition,0.43,29.88,26.5,29.91,31.21
"Belts,bags,wallets",Accessories,Other,Alexandria,Egypt,Africa,2021-04-20,Gabriel Walton,5250,18948,7737,2021.12,0.86,14,Other / unknown,0.41,29.88,26.5,29.91,31.21
Jewelry,Accessories,Other,Alexandria,Egypt,Africa,2021-06-29,Gabriel Walton,500,1629,602,217.1,0.83,13,Other / unknown,0.37,29.88,26.5,29.91,31.21
"Belts,bags,wallets",Accessories,Other,Mexico City,Mexico,North America,2021-12-01,Nelly Wood,8250,32775,13498,312.48,0.86,24,Other / unknown,0.41,-102.52,23.94,-99.13,19.43
Samples,Accessories,Other,Mexico City,Mexico,North America,2021-12-28,Nelly Wood,5900,15161,5540,1251.7,0.94,19,Item not as described,0.37,-102.52,23.94,-99.13,19.43
"Hats,gloves,scarves",Accessories,Other,Mexico City,Mexico,North America,2021-11-10,Nelly Wood,550,1296,269,135.54,0.94,23,Customer service,0.21,-102.52,23.94,-99.13,19.43
Lounge wear,Accessories,Other,Mexico City,Mexico,North America,2021-11-15,Nelly Wood,1250,3068,432,420.57,0.83,12,Price too high / competition,0.14,-102.52,23.94,-99.13,19.43
Hair accessories,Accessories,Other,Mexico City,Mexico,North America,2021-12-28,Nelly Wood,800,2232,114,52.96,0.81,15,Item defect / bad quality,0.05,-102.52,23.94,-99.13,19.43
Jewelry,Accessories,Other,Mexico City,Mexico,North America,2021-12-27,Nelly Wood,600,1059,46,67.76,0.81,18,Customer service,0.04,-102.52,23.94,-99.13,19.43
Jewelry,Accessories,Other,Caracas,Venezuela,South America,2021-11-22,Nina Smith,50,98,38,11941.2,0.88,12,Customer service,0.39,-66.22,7.17,-66.85,10.5
"Belts,bags,wallets",Accessories,Other,Caracas,Venezuela,South America,2021-12-17,Nina Smith,1650,5998,2273,2385.53,0.93,24,Other / unknown,0.38,-66.22,7.17,-66.85,10.5
Samples,Accessories,Other,Caracas,Venezuela,South America,2021-11-30,Nina Smith,1050,2514,839,1232,0.83,24,Behaviour of personnel,0.33,-66.22,7.17,-66.85,10.5
"Hats,gloves,scarves",Accessories,Other,Caracas,Venezuela,South America,2021-11-25,Nina Smith,100,209,68,137.13,0.81,23,Behaviour of personnel,0.33,-66.22,7.17,-66.85,10.5
Lounge wear,Accessories,Other,Caracas,Venezuela,South America,2021-12-11,Nina Smith,350,874,210,1005.21,0.9,14,Item defect / bad quality,0.24,-66.22,7.17,-66.85,10.5
Hair accessories,Accessories,Other,Caracas,Venezuela,South America,2021-11-30,Nina Smith,300,882,87,454.86,0.95,23,Item not as described,0.1,-66.22,7.17,-66.85,10.5
"Belts,bags,wallets",Accessories,Other,Bangkok,Thailand,Asia,2021-10-10,Rita San,3200,11997,4691,674.82,0.86,24,Behaviour of personnel,0.39,101.02,15.13,100.5,13.75
Samples,Accessories,Other,Bangkok,Thailand,Asia,2021-11-12,Rita San,3000,7097,2243,221.8,0.81,12,Item defect / bad quality,0.32,101.02,15.13,100.5,13.75
"Hats,gloves,scarves",Accessories,Other,Bangkok,Thailand,Asia,2021-12-10,Rita San,200,404,103,20.24,0.81,18,Price too high / competition,0.25,101.02,15.13,100.5,13.75
Hair accessories,Accessories,Other,Bangkok,Thailand,Asia,2021-11-30,Rita San,300,979,143,30.6,0.91,17,Price too high / competition,0.15,101.02,15.13,100.5,13.75
Jewelry,Accessories,Other,Bangkok,Thailand,Asia,2021-12-25,Rita San,250,442,21,27.6,0.87,21,Behaviour of personnel,0.05,101.02,15.13,100.5,13.75
Lounge wear,Accessories,Other,Bangkok,Thailand,Asia,2021-11-17,Rita San,300,520,17,16.25,0.85,23,Customer service,0.03,101.02,15.13,100.5,13.75
"Hats,gloves,scarves",Accessories,Other,Alexandria,Egypt,Africa,2021-04-21,Gabriel Walton,50,60,9,7.9,0.89,20,Behaviour of personnel,0.15,29.88,26.5,29.91,31.21
Mini city,City Skirts,Bottomwear,Alexandria,Egypt,Africa,2021-05-09,Gabriel Walton,2050,8655,3858,692.34,0.88,19,Item defect / bad quality,0.45,29.88,26.5,29.91,31.21
Full length,City Skirts,Bottomwear,Alexandria,Egypt,Africa,2021-05-31,Gabriel Walton,150,467,192,49.84,0.89,12,Item defect / bad quality,0.41,29.88,26.5,29.91,31.21
Sweater dresses,Dresses,Tops,Alexandria,Egypt,Africa,2021-06-22,Gabriel Walton,1200,4642,2506,371.34,0.82,11,Behaviour of personnel,0.54,29.88,26.5,29.91,31.21
Skirts,Dresses,Tops,Alexandria,Egypt,Africa,2021-05-09,Gabriel Walton,10350,34551,16074,3685.36,0.91,12,Other / unknown,0.47,29.88,26.5,29.91,31.21
Evening wear,Dresses,Tops,Alexandria,Egypt,Africa,2021-04-08,Gabriel Walton,750,3191,1319,425.5,0.84,15,Other / unknown,0.41,29.88,26.5,29.91,31.21
Samples,Accessories,Other,Cape Town,South Africa,Africa,2021-11-30,Sarah Am,750,2382,1108,317.6,0.85,13,Item not as described,0.47,25.16,-29.02,18.42,-33.92
